season,supply_formatted,calculated_value,cumulative_sum
3779,11015445.083387,4589.768785,5668113.058899
3780,11015060.057270,4589.608357,5672702.667256
3781,11014626.490853,4589.427705,5677292.094960
3782,11014144.812201,4589.227005,5681881.321966
3783,11013618.973732,4589.007906,5686470.329871
3784,11013049.126162,4588.770469,5691059.100340
3785,11012432.058940,4588.513358,5695647.613698
3786,11011769.276126,4588.237198,5700235.850897
3787,11011059.393274,4587.941414,5704823.792311
3788,11010304.058024,4587.626691,5709411.419001
3789,11010305.078124,4587.627116,5713999.046117
3790,11009824.746231,4587.426978,5718586.473095
3791,11009300.759066,4587.208650,5723173.681745
3792,11008730.615703,4586.971090,5727760.652834
3793,11008123.244186,4586.718018,5732347.370853
3794,11007532.618621,4586.471924,5736933.842777
3795,11007183.803701,4586.326585,5741520.169362
3796,11006787.054736,4586.161273,5746106.330635
3797,11006768.074836,4586.153365,5750692.483999
3798,11006769.094936,4586.153790,5755278.637789
3799,11006770.115036,4586.154215,5759864.792004
3800,11006771.135136,4586.154640,5764450.946643
3801,11006772.155236,4586.155065,5769037.101708
3802,11006773.175336,4586.155490,5773623.257198
3803,11006774.195436,4586.155915,5778209.413112
3804,11006651.777723,4586.104907,5782795.518020
3805,11006481.707261,4586.034045,5787381.552064
3806,11006265.928720,4585.944137,5791967.496201
3807,11006003.630348,4585.834846,5796553.331047
3808,11005693.375633,4585.705573,5801139.036621
3809,11005335.168208,4585.556320,5805724.592941
3810,11004932.005277,4585.388336,5810309.981276
3811,11004486.288397,4585.202620,5814895.183896
3812,11003994.809065,4584.997837,5819480.181734
3813,11003454.756156,4584.772815,5824064.954549
3814,11002868.015970,4584.528340,5828649.482889
3815,11002227.548627,4584.261479,5833233.744367
3816,11001828.568727,4584.095237,5837817.839604
3817,11001463.129212,4583.942971,5842401.782575
3818,11001043.238000,4583.768016,5846985.550590
3819,11000576.238515,4583.573433,5851569.124023
3820,11000177.258615,4583.407191,5856152.531214
3821,11000003.281958,4583.334701,5860735.865915
3822,10999783.112406,4583.242964,5865319.108879
3823,10999519.965049,4583.133319,5869902.242197
3824,10999211.337284,4583.004724,5874485.246921
3825,10998858.005007,4582.857502,5879068.104423
3826,10998459.169892,4582.691321,5883650.795744
3827,10998060.189992,4582.525079,5888233.320823
3828,10997930.090964,4582.470871,5892815.791694
3829,10997752.725475,4582.396969,5897398.188663
3830,10997526.417989,4582.302674,5901980.491338
3831,10997248.532985,4582.186889,5906562.678226
3832,10996917.259136,4582.048858,5911144.727084
3833,10996535.151385,4581.889646,5915726.616731
3834,10996136.171485,4581.723405,5920308.340136
3835,10995996.347081,4581.665145,5924890.005280
3836,10995808.838815,4581.587016,5929471.592296
3837,10995568.695196,4581.486956,5934053.079253
3838,10995277.291411,4581.365538,5938634.444791
3839,10994936.646754,4581.223603,5943215.668394
3840,10994546.166257,4581.060903,5947796.729296
3841,10994147.186357,4580.894661,5952377.623957
3842,10994012.177015,4580.838407,5956958.462364
3843,10993825.877934,4580.760782,5961539.223147
3844,10993589.520054,4580.662300,5966119.885447
3845,10993302.080942,4580.542534,5970700.427980
3846,10992960.197543,4580.400082,5975280.828063
3847,10992574.653337,4580.239439,5979861.067502
3848,10992141.469484,4580.058946,5984441.126447
3849,10991662.190416,4579.859246,5989020.985693
3850,10991132.731117,4579.638638,5993600.624331
3851,10990553.094793,4579.397123,5998180.021454
3852,10989925.054225,4579.135439,6002759.156893
3853,10989246.814925,4578.852840,6007338.009733
3854,10988512.048667,4578.546687,6011916.556420
3855,10987731.149201,4578.221312,6016494.777732
3856,10986899.139682,4577.874642,6021072.652374
3857,10986021.906022,4577.509128,6025650.161501
3858,10985098.392560,4577.124330,6030227.285831
3859,10984104.054494,4576.710023,6034803.995854
3860,10983058.954578,4576.274564,6039380.270418
3861,10981956.326222,4575.815136,6043956.085554
3862,10980783.199228,4575.326333,6048531.411887
3863,10979553.408046,4574.813920,6053106.225807
3864,10978705.946583,4574.460811,6057680.686618
3865,10977814.880560,4574.089534,6062254.776152
3866,10976866.672229,4573.694447,6066828.470599
3867,10975879.161985,4573.282984,6071401.753583
3868,10974848.967833,4572.853737,6075974.607320
3869,10973769.038938,4572.403766,6080547.011086
3870,10972633.901134,4571.930792,6085118.941878
3871,10971447.625552,4571.436511,6089690.378389
3872,10970204.065207,4570.918361,6094261.296749
3873,10968907.471230,4570.378113,6098831.674862
3874,10967566.674593,4569.819448,6103401.494310
3875,10966177.138604,4569.240474,6107970.734784
3876,10964747.032522,4568.644597,6112539.379381
3877,10963244.520581,4568.018550,6117107.397931
3878,10961634.948035,4567.347895,6121674.745826
3879,10959951.088816,4566.646287,6126241.392113
3880,10958217.663291,4565.924026,6130807.316140
3881,10956438.411911,4565.182672,6135372.498811
3882,10954625.424787,4564.427260,6139936.926072
3883,10952778.415430,4563.657673,6144500.583745
3884,10950880.695095,4562.866956,6149063.450701
3885,10948962.215614,4562.067590,6153625.518291
3886,10946983.721557,4561.243217,6158186.761508
3887,10945343.558900,4560.559816,6162747.321324
3888,10943656.157469,4559.856732,6167307.178057
3889,10941918.816059,4559.132840,6171866.310897
3890,10940145.576202,4558.393990,6176424.704887
3891,10938326.919112,4557.636216,6180982.341103
3892,10936455.972209,4556.856655,6185539.197758
3893,10934528.017287,4556.053341,6190095.251099
3894,10932558.445663,4555.232686,6194650.483784
3895,10930534.531696,4554.389388,6199204.873173
3896,10928470.250874,4553.529271,6203758.402444
3897,10926368.438127,4552.653516,6208311.055960
3898,10924235.764956,4551.764902,6212862.820862
3899,10922079.622698,4550.866509,6217413.687371
3900,10919876.195965,4549.948415,6221963.635786
3901,10917627.987749,4549.011662,6226512.647448
3902,10915324.608082,4548.051920,6231060.699368
3903,10912984.779771,4547.076992,6235607.776359
3904,10910623.111556,4546.092963,6240153.869323
3905,10908215.255732,4545.089690,6244698.959012
3906,10905748.215065,4544.061756,6249243.020769
3907,10903205.940054,4543.002475,6253786.023244
3908,10900606.943541,4541.919560,6258327.942804
3909,10899415.563805,4541.423152,6262869.365955
3910,10898949.489807,4541.228954,6267410.594909
3911,10897545.509907,4540.643962,6271951.238872
3912,10897146.530007,4540.477721,6276491.716592
3913,10896747.550107,4540.311479,6281032.028072
3914,10896348.570207,4540.145238,6285572.173309
3915,10895949.590307,4539.978996,6290112.152305
3916,10895814.447508,4539.922686,6294652.074992
3917,10895628.594827,4539.845248,6299191.920240
3918,10895390.807132,4539.746170,6303731.666409
3919,10895100.485822,4539.625202,6308271.291612
3920,10894757.018434,4539.482091,6312810.773703
3921,10894363.331905,4539.318055,6317350.091758
3922,10893964.352005,4539.151813,6321889.243571
3923,10893827.377061,4539.094740,6326428.338311
3924,10893640.541584,4539.016892,6330967.355204
3925,10893403.781769,4538.918242,6335506.273446
3926,10893115.969500,4538.798321,6340045.071767
3927,10892783.680043,4538.659867,6344583.731633
3928,10892398.100471,4538.499209,6349122.230842
3929,10891966.107880,4538.319212,6353660.550054
3930,10891480.173183,4538.116739,6358198.666792
3931,10890944.582246,4537.893576,6362736.560368
3932,10890331.680967,4537.638200,6367274.198569
3933,10889632.701067,4537.346959,6371811.545528
3934,10889344.617424,4537.226924,6376348.772451
3935,10888999.269754,4537.083029,6380885.855480
3936,10888599.526721,4536.916469,6385422.771950
3937,10888200.546821,4536.750228,6389959.522178
3938,10888044.805417,4536.685336,6394496.207513
3939,10887834.265141,4536.597610,6399032.805124
3940,10887568.300980,4536.486792,6403569.291916
3941,10887247.464780,4536.353110,6408105.645026
3942,10886871.273906,4536.196364,6412641.841390
3943,10886472.294006,4536.030123,6417177.871513
3944,10886315.929928,4535.964971,6421713.836484
3945,10886104.040526,4535.876684,6426249.713167
3946,10885836.388866,4535.765162,6430785.478329
3947,10885512.740437,4535.630309,6435321.108638
3948,10885131.518138,4535.471466,6439856.580104
3949,10884732.538238,4535.305224,6444391.885328
3950,10884577.018706,4535.240424,6448927.125752
3951,10884366.175973,4535.152573,6453462.278326
3952,10884100.230886,4535.041763,6457997.320089
3953,10883777.645235,4534.907352,6462532.227441
3954,10883395.010781,4534.747921,6467066.975362
3955,10882996.030881,4534.581680,6471601.557041
3956,10882839.594250,4534.516498,6476136.073539
3957,10882628.406467,4534.428503,6480670.502042
3958,10882362.148868,4534.317562,6485204.819604
3959,10882040.469335,4534.183529,6489739.003133
3960,10881661.821912,4534.025759,6494273.028892
3961,10881262.842012,4533.859518,6498806.888409
3962,10881105.968807,4533.794154,6503340.682563
3963,10880893.611038,4533.705671,6507874.388234
3964,10880623.913125,4533.593297,6512407.981531
3965,10880298.074417,4533.457531,6516941.439062
3966,10879919.133407,4533.299639,6521474.738701
3967,10879520.153507,4533.133397,6526007.872099
3968,10879362.572903,4533.067739,6530540.939837
3969,10879148.539853,4532.978558,6535073.918396
3970,10878877.192462,4532.865497,6539606.783892
3971,10878549.796467,4532.729082,6544139.512974
3972,10878166.869593,4532.569529,6548672.082503
3973,10877767.889693,4532.403287,6553204.485791
3974,10877609.046821,4532.337103,6557736.822894
3975,10877393.916965,4532.247465,6562269.070359
3976,10877123.194611,4532.134664,6566801.205023
3977,10876795.912323,4531.998297,6571333.203320
3978,10876412.247883,4531.838437,6575865.041757
3979,10876013.267983,4531.672195,6580396.713952
3980,10875853.524846,4531.605635,6584928.319587
3981,10875638.789780,4531.516162,6589459.835750
3982,10875368.291479,4531.403455,6593991.239204
3983,10875038.023008,4531.265843,6598522.505047
3984,10874645.292051,4531.102205,6603053.607252
3985,10874246.312151,4530.935963,6607584.543216
3986,10874082.442504,4530.867684,6612115.410900
3987,10873861.827674,4530.775762,6616646.186662
3988,10873583.463497,4530.659776,6621176.846438
3989,10873251.220073,4530.521342,6625707.367780
3990,10872865.000472,4530.360417,6630237.728197
3991,10872466.020572,4530.194175,6634767.922372
3992,10872305.830859,4530.127430,6639298.049801
3993,10872089.248964,4530.037187,6643828.086988
3994,10871816.101675,4529.923376,6648358.010364
3995,10871482.738900,4529.784475,6652887.794839
3996,10871088.379163,4529.620158,6657417.414997
3997,10871089.399263,4529.620583,6661947.035580
3998,10870925.961282,4529.552484,6666476.588064
3999,10870705.609299,4529.460671,6671006.048734
4000,10870428.405170,4529.345169,6675535.393903
4001,10870096.155519,4529.206731,6680064.600634
4002,10869709.996453,4529.045832,6684593.646466
4003,10869272.715082,4528.863631,6689122.510098
4004,10868873.735182,4528.697390,6693651.207487
4005,10868712.783442,4528.630326,6698179.837814
4006,10868496.860093,4528.540358,6702708.378172
4007,10868226.940591,4528.427892,6707236.806064
4008,10867900.837260,4528.292016,6711765.098079
4009,10867515.779752,4528.131575,6716293.229654
4010,10867116.799852,4527.965333,6720821.194988
4011,10866955.383351,4527.898076,6725349.093064
4012,10866738.272960,4527.807614,6729876.900678
4013,10866465.021024,4527.693759,6734404.594436
4014,10866134.932106,4527.556222,6738932.150658
4015,10865748.468689,4527.395195,6743459.545853
4016,10865349.488789,4527.228954,6747986.774807
4017,10865187.953283,4527.161647,6752513.936454
4018,10864969.604528,4527.070669,6757041.007123
4019,10864694.077604,4526.955866,6761567.962989
4020,10864358.740337,4526.816142,6766094.779130
4021,10863965.020674,4526.652092,6770621.431222
4022,10863566.040774,4526.485850,6775147.917073
4023,10863405.318587,4526.418883,6779674.335955
4024,10863188.905739,4526.328711,6784200.664666
4025,10862916.028233,4526.215012,6788726.879678
4026,10862617.048333,4526.090437,6793252.970115
4027,10862458.492317,4526.024372,6797778.994486
4028,10862245.793386,4525.935747,6802304.930234
4029,10861972.634300,4525.821931,6806830.752165
4030,10861973.654400,4525.822356,6811356.574521
4031,10861808.371096,4525.753488,6815882.328009
4032,10861587.112275,4525.661297,6820407.989305
4033,10861313.011833,4525.547088,6824933.536394
4034,10860984.238214,4525.410099,6829458.946493
4035,10860594.749997,4525.247812,6833984.194305
4036,10860145.075059,4525.060448,6838509.254753
4037,10859639.373581,4524.849739,6843034.104492
4038,10859075.168565,4524.614654,6847558.719146
4039,10858816.531896,4524.506888,6852083.226034
4040,10858654.158258,4524.439233,6856607.665267
4041,10858436.440624,4524.348517,6861132.013784
4042,10858162.171393,4524.234238,6865656.248022
4043,10858163.191493,4524.234663,6870180.482685
4044,10858001.704870,4524.167377,6874704.650062
4045,10857784.460665,4524.076859,6879228.726921
4046,10857510.059936,4523.962525,6883752.689446
4047,10857511.080036,4523.962950,6888276.652396
4048,10857348.882150,4523.895368,6892800.547763
4049,10857129.170471,4523.803821,6897324.351584
4050,10856851.883605,4523.688285,6901848.039869
4051,10856852.903705,4523.688710,6906371.728579
4052,10856688.846244,4523.620353,6910895.348931
4053,10856467.959406,4523.528316,6915418.877248
4054,10856193.431854,4523.413930,6919942.291178
4055,10856194.451954,4523.414355,6924465.705533
4056,10856033.352394,4523.347230,6928989.052763
4057,10855817.489533,4523.257287,6933512.310050
4058,10855546.725356,4523.144469,6938035.454519
4059,10855547.745456,4523.144894,6942558.599413
4060,10855394.342539,4523.080976,6947081.680389
4061,10855187.779050,4522.994908,6951604.675297
4062,10854924.689875,4522.885287,6956127.560585
4063,10854925.709975,4522.885712,6960650.446297
4064,10854774.242548,4522.822601,6965173.268898
4065,10854565.636859,4522.735682,6969696.004580
4066,10854303.588646,4522.626495,6974218.631075
4067,10854304.608746,4522.626920,6978741.257996
4068,10854149.500105,4522.562292,6983263.820287
4069,10853937.802682,4522.474084,6987786.294372
4070,10853670.166238,4522.362569,6992308.656941
4071,10853353.231649,4522.230513,6996830.887454
4072,10852995.649606,4522.081521,7001352.968975
4073,10852848.767783,4522.020320,7005874.989295
4074,10852647.595643,4521.936498,7010396.925793
4075,10852395.328313,4521.831387,7014918.757180
4076,10852108.586780,4521.711911,7019440.469091
4077,10852109.606880,4521.712336,7023962.181427
4078,10851976.235176,4521.656765,7028483.838192
4079,10851792.252953,4521.580105,7033005.418297
4080,10851562.142835,4521.484226,7037526.902523
4081,10851281.545479,4521.367311,7042048.269834
4082,10851182.565579,4521.326069,7046569.595903
4083,10851049.734374,4521.270723,7051090.866626
4084,10850867.381058,4521.194742,7055612.061368
4085,10850633.376690,4521.097240,7060133.158608
4086,10850349.400796,4520.978917,7064654.137525
4087,10850250.420896,4520.937675,7069175.075201
4088,10850120.626588,4520.883594,7073695.958795
4089,10849944.938281,4520.810391,7078216.769186
4090,10849714.754668,4520.714481,7082737.483667
4091,10849446.941492,4520.602892,7087258.086559
4092,10849347.961592,4520.561651,7091778.648210
4093,10849221.162997,4520.508818,7096299.157028
4094,10849049.592147,4520.437330,7100819.594358
4095,10848822.743351,4520.342810,7105339.937168
4096,10848559.833951,4520.233264,7109860.170432
4097,10848460.854051,4520.192023,7114380.362454
4098,10848361.874151,4520.150781,7118900.513235
4099,10848262.894251,4520.109539,7123420.622774
4100,10848163.914351,4520.068298,7127940.691072
4101,10848064.934451,4520.027056,7132460.718128
4102,10847965.954551,4519.985814,7136980.703943
4103,10847866.974651,4519.944573,7141500.648515
4104,10847767.994751,4519.903331,7146020.551846
4105,10847669.014851,4519.862090,7150540.413936
4106,10847570.034951,4519.820848,7155060.234784
4107,10847471.055051,4519.779606,7159580.014390
4108,10847372.075151,4519.738365,7164099.752755
4109,10847273.095251,4519.697123,7168619.449878
4110,10847174.115351,4519.655881,7173139.105759
4111,10847075.135451,4519.614640,7177658.720399
4112,10846976.155551,4519.573398,7182178.293797
4113,10846877.175651,4519.532157,7186697.825954
4114,10846778.195751,4519.490915,7191217.316869
4115,10846679.215851,4519.449673,7195736.766542
4116,10846580.235951,4519.408432,7200256.174973
4117,10846481.256051,4519.367190,7204775.542163
4118,10846382.276151,4519.325948,7209294.868112
4119,10846274.472423,4519.281030,7213814.149142
4120,10846175.492523,4519.239789,7218333.388931
4121,10846068.046384,4519.195019,7222852.583950
4122,10845919.188667,4519.132995,7227371.716945
4123,10845728.068775,4519.053362,7231890.770307
4124,10845495.118018,4518.956299,7236409.726606
4125,10845220.395915,4518.841832,7240928.568438
4126,10844910.074548,4518.712531,7245447.280969
4127,10844565.841190,4518.569100,7249965.850070
4128,10844192.054621,4518.413356,7254484.263426
4129,10843773.733436,4518.239056,7259002.502481
4130,10843314.571935,4518.047738,7263520.550220
4131,10842809.081496,4517.837117,7268038.387337
4132,10842307.120197,4517.627967,7272556.015304
4133,10841770.061329,4517.404192,7277073.419496
4134,10841203.120223,4517.167967,7281590.587463
4135,10840588.010772,4516.911671,7286107.499134
4136,10839914.587250,4516.631078,7290624.130212
4137,10839202.865648,4516.334527,7295140.464739
4138,10838469.200195,4516.028833,7299656.493573
4139,10837695.425266,4515.706427,7304172.200000
4140,10836892.163565,4515.371735,7308687.571735
4141,10836048.489777,4515.020204,7313202.591939
4142,10835153.606700,4514.647336,7317717.239275
4143,10834199.436808,4514.249765,7322231.489040
4144,10833259.314754,4513.858048,7326745.347088
4145,10832281.942250,4513.450809,7331258.797897
4146,10831283.795608,4513.034915,7335771.832812
4147,10830271.317932,4512.613049,7340284.445861
4148,10829222.671164,4512.176113,7344796.621974
4149,10828122.498011,4511.717708,7349308.339682
4150,10826994.457104,4511.247690,7353819.587372
4151,10825814.772478,4510.756155,7358330.343527
4152,10824607.349030,4510.253062,7362840.596589
4153,10823395.492108,4509.748122,7367350.344711
4154,10822136.786420,4509.223661,7371859.568372
4155,10820844.063913,4508.685027,7376368.253399
4156,10819506.205614,4508.127586,7380876.380984
4157,10819339.324189,4508.058052,7385384.439036
4158,10819340.344289,4508.058477,7389892.497513
4159,10818409.531390,4507.670638,7394400.168151
4160,10817486.802324,4507.286168,7398907.454319
4161,10816517.176941,4506.882157,7403414.336476
4162,10815503.184178,4506.459660,7407920.796136
4163,10814466.118362,4506.027549,7412426.823685
4164,10813386.878671,4505.577866,7416932.401551
4165,10812278.387840,4505.115995,7421437.517546
4166,10811209.402303,4504.670584,7425942.188130
4167,10810125.630954,4504.219013,7430446.407143
4168,10808957.184994,4503.732160,7434950.139304
4169,10807753.563360,4503.230651,7439453.369955
4170,10806506.660189,4502.711108,7443956.081064
4171,10805150.407639,4502.146003,7448458.227067
4172,10803759.610010,4501.566504,7452959.793571
4173,10802383.371058,4500.993071,7457460.786642
4174,10800965.743777,4500.402393,7461961.189035
4175,10799541.798980,4499.809083,7466460.998118
4176,10798087.692729,4499.203205,7470960.201324
4177,10798019.712829,4499.174880,7475459.376204
4178,10797951.732929,4499.146555,7479958.522759
4179,10797883.753029,4499.118230,7484457.640990
4180,10797815.773129,4499.089905,7488956.730895
4181,10797747.793229,4499.061581,7493455.792476
4182,10797679.813329,4499.033256,7497954.825731
4183,10797373.578813,4498.905658,7502453.731389
4184,10797305.598913,4498.877333,7506952.608722
4185,10797171.665987,4498.821527,7511451.430250
4186,10797006.794142,4498.752831,7515950.183080
4187,10796809.312099,4498.670547,7520448.853627
4188,10796580.231560,4498.575096,7524947.428724
4189,10796337.510601,4498.473963,7529445.902686
4190,10796065.125232,4498.360469,7533944.263155
4191,10795757.599093,4498.232333,7538442.495488
4192,10795758.619193,4498.232758,7542940.728246
4193,10795604.762941,4498.168651,7547438.896897
4194,10795425.645263,4498.094019,7551936.990916
4195,10795222.321136,4498.009300,7556435.000217
4196,10794999.962792,4497.916651,7560932.916868
4197,10794751.931798,4497.813305,7565430.730173
4198,10794475.372588,4497.698072,7569928.428245
4199,10794176.392688,4497.573497,7574426.001742
4200,10794020.752136,4497.508647,7578923.510388
4201,10793838.613577,4497.432756,7583420.943144
4202,10793631.427297,4497.346428,7587918.289572
4203,10793384.730380,4497.243638,7592415.533210
4204,10793106.503654,4497.127710,7596912.660920
4205,10792808.402769,4497.003501,7601409.664421
4206,10792509.422869,4496.878926,7605906.543347
4207,10792335.631526,4496.806513,7610403.349860
4208,10792129.857669,4496.720774,7614900.070634
4209,10791889.720752,4496.620717,7619396.691351
4210,10791613.793331,4496.505747,7623893.197098
4211,10791314.813431,4496.381172,7628389.578271
4212,10791172.786217,4496.321994,7632885.900265
4213,10791002.387448,4496.250995,7637382.151260
4214,10790799.555145,4496.166481,7641878.317741
4215,10790558.404920,4496.066002,7646374.383743
4216,10790281.390446,4495.950579,7650870.334322
4217,10789982.495068,4495.826040,7655366.160362
4218,10789839.754157,4495.766564,7659861.926926
4219,10789668.405057,4495.695169,7664357.622095
4220,10789468.075213,4495.611698,7668853.233793
4221,10789236.905607,4495.515377,7673348.749170
4222,10788975.167127,4495.406320,7677844.155490
4223,10788680.688313,4495.283620,7682339.439110
4224,10788381.708413,4495.159045,7686834.598155
4225,10788230.957934,4495.096232,7691329.694388
4226,10788045.342397,4495.018893,7695824.713280
4227,10787825.019522,4494.927091,7700319.640372
4228,10787572.075490,4494.821698,7704814.462070
4229,10787286.348949,4494.702645,7709309.164715
4230,10786987.369049,4494.578070,7713803.742786
4231,10786843.616378,4494.518173,7718298.260959
4232,10786662.726764,4494.442803,7722792.703762
4233,10786451.569679,4494.354821,7727287.058583
4234,10786203.470121,4494.251446,7731781.310029
4235,10785917.051994,4494.132105,7736275.442134
4236,10785602.762455,4494.001151,7740769.443285
4237,10785258.197173,4493.857582,7745263.300867
4238,10784877.651141,4493.699021,7749756.999888
4239,10784478.671241,4493.532780,7754250.532668
4240,10784259.969145,4493.441654,7758743.974322
4241,10784017.778787,4493.340741,7763237.315063
4242,10783744.127934,4493.226720,7767730.541783
4243,10783426.995839,4493.094582,7772223.636364
4244,10783128.015939,4492.970007,7776716.606371
4245,10782960.748583,4492.900312,7781209.506683
4246,10782758.536803,4492.816057,7785702.322740
4247,10782526.484074,4492.719368,7790195.042108
4248,10782249.531161,4492.603971,7794687.646080
4249,10781941.011266,4492.475421,7799180.121501
4250,10781642.031366,4492.350846,7803672.472347
4251,10781499.415167,4492.291423,7808164.763770
4252,10781322.843338,4492.217851,7812656.981622
4253,10781112.295744,4492.130123,7817149.111745
4254,10780871.809644,4492.029921,7821641.141666
4255,10780597.703388,4491.915710,7826133.057375
4256,10780298.723488,4491.791135,7830624.848510
4257,10780178.121232,4491.740884,7835116.589394
4258,10780027.949308,4491.678312,7839608.267706
4259,10779848.646841,4491.603603,7844099.871309
4260,10779637.145225,4491.515477,7848591.386786
4261,10779391.057691,4491.412941,7853082.799727
4262,10779114.638091,4491.297766,7857574.097493
4263,10778815.658191,4491.173191,7862065.270684
4264,10778688.449759,4491.120187,7866556.390871
4265,10778527.172244,4491.052988,7871047.443860
4266,10778332.858614,4490.972024,7875538.415884
4267,10778103.611942,4490.876505,7880029.292389
4268,10777841.935753,4490.767473,7884520.059862
4269,10777544.798592,4490.643666,7889010.703528
4270,10777545.818692,4490.644091,7893501.347619
4271,10777404.148458,4490.585062,7897991.932681
4272,10777228.132753,4490.511722,7902482.444403
4273,10777012.835039,4490.422015,7906972.866418
4274,10776756.520845,4490.315217,7911463.181635
4275,10776466.663445,4490.194443,7915953.376078
4276,10776467.683545,4490.194868,7920443.570946
4277,10776354.462947,4490.147693,7924933.718639
4278,10776205.445167,4490.085602,7929423.804241
4279,10776021.761389,4490.009067,7933913.813308
4280,10775804.362452,4489.918484,7938403.731793
4281,10775550.607336,4489.812753,7942893.544546
4282,10775259.215815,4489.691340,7947383.235886
4283,10775260.235915,4489.691765,7951872.927651
4284,10775141.137118,4489.642140,7956362.569791
4285,10774986.445657,4489.577686,7960852.147477
4286,10774794.033490,4489.497514,7965341.644991
4287,10774569.497956,4489.403957,7969831.048948
4288,10774309.645035,4489.295685,7974320.344634
4289,10774310.665135,4489.296110,7978809.640744
4290,10774222.736081,4489.259473,7983298.900218
4291,10774099.659142,4489.208191,7987788.108409
4292,10773939.728525,4489.141554,7992277.249962
4293,10773748.625300,4489.061927,7996766.311890
4294,10773521.779663,4488.967408,8001255.279298
4295,10773253.100296,4488.855458,8005744.134756
4296,10773254.120396,4488.855883,8010232.990640
4297,10773163.580650,4488.818159,8014721.808798
4298,10773038.526517,4488.766053,8019210.574851
4299,10772877.943841,4488.699143,8023699.273994
4300,10772680.999378,4488.617083,8028187.891078
4301,10772452.253606,4488.521772,8032676.412850
4302,10772193.315141,4488.413881,8037164.826731
4303,10771899.053164,4488.291272,8041653.118003
4304,10771900.073264,4488.291697,8046141.409701
4305,10771778.134421,4488.240889,8050629.650590
4306,10771623.032891,4488.176264,8055117.826854
4307,10771434.011753,4488.097505,8059605.924358
4308,10771211.875423,4488.004948,8064093.929307
4309,10770956.688718,4487.898620,8068581.827927
4310,10770676.136700,4487.781724,8073069.609650
4311,10770677.156800,4487.782149,8077557.391799
4312,10770554.756208,4487.731148,8082045.122948
4313,10770402.225395,4487.667594,8086532.790541
4314,10770213.793187,4487.589080,8091020.379622
4315,10769975.646971,4487.489853,8095507.869475
4316,10769698.725720,4487.374469,8099995.243944
4317,10769699.745820,4487.374894,8104482.618838
4318,10769585.329611,4487.327221,8108969.946059
4319,10769442.968190,4487.267903,8113457.213962
4320,10769277.453024,4487.198939,8117944.412901
4321,10769071.311693,4487.113047,8122431.525947
4322,10768821.717578,4487.009049,8126918.534996
4323,10768533.034951,4486.888765,8131405.423761
4324,10768534.055051,4486.889190,8135892.312951
4325,10768411.475203,4486.838115,8140379.151065
4326,10768249.571427,4486.770655,8144865.921720
4327,10768048.392064,4486.686830,8149352.608550
4328,10767814.059914,4486.589192,8153839.197742
4329,10767543.085136,4486.476285,8158325.674027
4330,10767544.105236,4486.476711,8162812.150738
4331,10767455.057566,4486.439607,8167298.590345
4332,10767330.565618,4486.387736,8171784.978081
4333,10767166.776818,4486.319490,8176271.297571
4334,10766972.729373,4486.238637,8180757.536208
4335,10766747.446852,4486.144770,8185243.680978
4336,10766490.761669,4486.037817,8189729.718795
4337,10766207.536021,4485.919807,8194215.638602
4338,10766124.369649,4485.885154,8198701.523756
4339,10766005.303278,4485.835543,8203187.359299
4340,10765855.774280,4485.773239,8207673.132538
4341,10765672.769160,4485.696987,8212158.829525
4342,10765454.129653,4485.605887,8216644.435413
4343,10765201.186210,4485.500494,8221129.935907
4344,10764919.290557,4485.383038,8225615.318945
4345,10764920.310657,4485.383463,8230100.702407
4346,10764802.294251,4485.334289,8234586.036697
4347,10764650.973888,4485.271239,8239071.307936
4348,10764458.746798,4485.191144,8243556.499080
4349,10764235.912350,4485.098297,8248041.597377
4350,10763979.420972,4484.991425,8252526.588802
4351,10763682.697090,4484.867790,8257011.456593
4352,10763683.717190,4484.868215,8261496.324808
4353,10763547.966740,4484.811653,8265981.136461
4354,10763378.881811,4484.741201,8270465.877662
4355,10763172.876763,4484.655365,8274950.533027
4356,10762930.313601,4484.554297,8279435.087325
4357,10762649.664262,4484.437360,8283919.524685
4358,10762650.684362,4484.437785,8288403.962470
4359,10762542.771510,4484.392821,8292888.355291
4360,10762401.205953,4484.333836,8297372.689127
4361,10762223.614446,4484.259839,8301856.948967
4362,10762016.860568,4484.173692,8306341.122658
4363,10761770.960097,4484.071233,8310825.193892
4364,10761499.300507,4483.958042,8315309.151934
4365,10761500.320607,4483.958467,8319793.110401
4366,10761392.690588,4483.913621,8324277.024022
4367,10761393.710688,4483.914046,8328760.938068
4368,10761312.936665,4483.880390,8333244.818458
4369,10761198.211167,4483.832588,8337728.651046
4370,10761050.533195,4483.771055,8342212.422102
4371,10760869.123523,4483.695468,8346696.117570
4372,10760657.767188,4483.607403,8351179.724973
4373,10760415.605281,4483.506502,8355663.231475
4374,10760145.738458,4483.394058,8360146.625533
4375,10760146.758558,4483.394483,8364630.020015
4376,10760027.303501,4483.344710,8369113.364725
4377,10759872.191353,4483.280080,8373596.644805
4378,10759680.502592,4483.200209,8378079.845014
4379,10759454.689567,4483.106121,8382562.951135
4380,10759198.261433,4482.999276,8387045.950410
4381,10758910.230367,4482.879263,8391528.829673
4382,10758911.250467,4482.879688,8396011.709361
4383,10758790.421873,4482.829342,8400494.538703
4384,10758638.384829,4482.765994,8404977.304697
4385,10758455.482267,4482.689784,8409459.994481
